主索节点1,主索节点2,主索节点3
B282,B283,B307
B282,B306,B307
B283,B284,B308
B283,B307,B308
B284,B285,B309
B284,B308,B309
B285,B286,B310
B285,B309,B310
B286,B287,B311
B286,B310,B311
B287,B288,B312
B287,B311,B312
B288,B289,B313
B288,B312,B313
B289,B290,B314
B289,B313,B314
B290,B291,B315
B290,B314,B315
B291,B292,B316
B291,B315,B316
B292,B293,B317
B292,B316,B317
B293,B294,B318
B293,B317,B318
B294,B295,B319
B294,B318,B319
B295,B296,B320
B295,B319,B320
B296,B297,B321
B296,B320,B321
B297,B298,B322
B297,B321,B322
B298,B299,B323
B298,B322,B323
B299,B300,B324
B299,B323,B324
B300,C277,B325
B300,B324,B325
C277,C278,C302
C277,B325,C301
C277,C301,C302
C278,C279,C303
C278,C302,C303
C279,C280,C304
C279,C303,C304
C280,C281,C305
C280,C304,C305
C281,C282,C306
C281,C305,C306
C282,C283,C307
C282,C306,C307
C283,C284,C308
C283,C307,C308
C284,C285,C309
C284,C308,C309
C285,C286,C310
C285,C309,C310
C286,C287,C311
C286,C310,C311
C287,C288,C312
C287,C311,C312
C288,C289,C313
C288,C312,C313
C289,C290,C314
C289,C313,C314
C290,C291,C315
C290,C314,C315
C291,C292,C316
C291,C315,C316
C292,C293,C317
C292,C316,C317
C293,C294,C318
C293,C317,C318
C294,C295,C319
C294,C318,C319
C295,C296,C320
C295,C319,C320
C296,C297,C321
C296,C320,C321
C297,C298,C322
C297,C321,C322
C298,C299,C323
C298,C322,C323
C299,C300,C324
C299,C323,C324
C300,D277,C325
C300,C324,C325
D277,D278,D302
D277,C325,D301
D277,D301,D302
D278,D279,D303
D278,D302,D303
D279,D280,D304
D279,D303,D304
D280,D281,D305
D280,D304,D305
D281,D282,D306
D281,D305,D306
D282,D283,D307
D282,D306,D307
D283,D284,D308
D283,D307,D308
D284,D285,D309
D284,D308,D309
D285,D286,D310
D285,D309,D310
D286,D287,D311
D286,D310,D311
D287,D288,D312
D287,D311,D312
D288,D289,D313
D288,D312,D313
D289,D290,D314
D289,D313,D314
D290,D291,D315
D290,D314,D315
D291,D292,D316
D291,D315,D316
D292,D293,D317
D292,D316,D317
D293,D294,D318
D293,D317,D318
D294,D295,D319
D294,D318,D319
D295,D296,D320
D295,D319,D320
D296,D297,D321
D296,D320,D321
D297,D298,D322
D297,D321,D322
D298,D299,D323
D298,D322,D323
D299,D300,D324
D299,D323,D324
D300,E277,D325
D300,D324,D325
E277,E278,E302
E277,D325,E301
E277,E301,E302
E278,E279,E303
E278,E302,E303
E279,E280,E304
E279,E303,E304
E280,E281,E305
E280,E304,E305
E281,E282,E306
E281,E305,E306
E282,E283,E307
E282,E306,E307
E283,E284,E308
E283,E307,E308
E284,E285,E309
E284,E308,E309
E285,E286,E310
E285,E309,E310
E286,E287,E311
E286,E310,E311
E287,E288,E312
E287,E311,E312
E288,E289,E313
E288,E312,E313
E289,E290,E314
E289,E313,E314
E290,E291,E315
E290,E314,E315
E291,E292,E316
E291,E315,E316
E292,E293,E317
E292,E316,E317
E293,E294,E318
E293,E317,E318
E294,E295,E319
E294,E318,E319
E295,E296,E320
E295,E319,E320
E296,E297,E321
E296,E320,E321
E297,E298,E322
E297,E321,E322
E298,E299,E323
E298,E322,E323
E299,E300,E324
E299,E323,E324
E300,A277,E325
E300,E324,E325
A277,A302,A301
A277,E325,A301
A302,A303,A328
A302,A301,A327
A302,A327,A328
A303,A304,A329
A303,A328,A329
A304,A305,A330
A304,A329,A330
A305,A306,A331
A305,A330,A331
A306,A307,A332
A306,A331,A332
A307,A308,A333
A307,A332,A333
A308,A309,A334
A308,A333,A334
A309,A310,A335
A309,A334,A335
A310,A311,A336
A310,A335,A336
A311,A312,A337
A311,A336,A337
A312,A313,A338
A312,A337,A338
A313,A314,A339
A313,A338,A339
A314,A315,A340
A314,A339,A340
A315,A316,A341
A315,A340,A341
A316,A317,A342
A316,A341,A342
A317,A318,A343
A317,A342,A343
A318,A319,A344
A318,A343,A344
A319,A320,A345
A319,A344,A345
A320,A321,A346
A320,A345,A346
A321,A322,A347
A321,A346,A347
A322,A323,A348
A322,A347,A348
A323,A324,A349
A323,A348,A349
A324,A325,A350
A324,A349,A350
A325,B301,A351
A325,A350,A351
B301,B302,B327
B301,A351,B326
B301,B326,B327
B302,B303,B328
B302,B327,B328
B303,B304,B329
B303,B328,B329
B304,B305,B330
B304,B329,B330
B305,B306,B331
B305,B330,B331
B306,B307,B332
B306,B331,B332
B307,B308,B333
B307,B332,B333
B308,B309,B334
B308,B333,B334
B309,B310,B335
B309,B334,B335
B310,B311,B336
B310,B335,B336
B311,B312,B337
B311,B336,B337
B312,B313,B338
B312,B337,B338
B313,B314,B339
B313,B338,B339
B314,B315,B340
B314,B339,B340
B315,B316,B341
B315,B340,B341
B316,B317,B342
B316,B341,B342
B317,B318,B343
B317,B342,B343
B318,B319,B344
B318,B343,B344
B319,B320,B345
B319,B344,B345
B320,B321,B346
B320,B345,B346
B321,B322,B347
B321,B346,B347
B322,B323,B348
B322,B347,B348
B323,B324,B349
B323,B348,B349
B324,B325,B350
B324,B349,B350
B325,C301,B351
B325,B350,B351
C301,C302,C327
C301,B351,C326
C301,C326,C327
C302,C303,C328
C302,C327,C328
C303,C304,C329
C303,C328,C329
C304,C305,C330
C304,C329,C330
C305,C306,C331
C305,C330,C331
C306,C307,C332
C306,C331,C332
C307,C308,C333
C307,C332,C333
C308,C309,C334
C308,C333,C334
C309,C310,C335
C309,C334,C335
C310,C311,C336
C310,C335,C336
C311,C312,C337
C311,C336,C337
C312,C313,C338
C312,C337,C338
C313,C314,C339
C313,C338,C339
C314,C315,C340
C314,C339,C340
C315,C316,C341
C315,C340,C341
C316,C317,C342
C316,C341,C342
C317,C318,C343
C317,C342,C343
C318,C319,C344
C318,C343,C344
C319,C320,C345
C319,C344,C345
C320,C321,C346
C320,C345,C346
C321,C322,C347
C321,C346,C347
C322,C323,C348
C322,C347,C348
C323,C324,C349
C323,C348,C349
C324,C325,C350
C324,C349,C350
C325,D301,C351
C325,C350,C351
D301,D302,D327
D301,C351,D326
D301,D326,D327
D302,D303,D328
D302,D327,D328
D303,D304,D329
D303,D328,D329
D304,D305,D330
D304,D329,D330
D305,D306,D331
D305,D330,D331
D306,D307,D332
D306,D331,D332
D307,D308,D333
D307,D332,D333
D308,D309,D334
D308,D333,D334
D309,D310,D335
D309,D334,D335
D310,D311,D336
D310,D335,D336
D311,D312,D337
D311,D336,D337
D312,D313,D338
D312,D337,D338
D313,D314,D339
D313,D338,D339
D314,D315,D340
D314,D339,D340
D315,D316,D341
D315,D340,D341
D316,D317,D342
D316,D341,D342
D317,D318,D343
D317,D342,D343
D318,D319,D344
D318,D343,D344
D319,D320,D345
D319,D344,D345
D320,D321,D346
D320,D345,D346
D321,D322,D347
D321,D346,D347
D322,D323,D348
D322,D347,D348
D323,D324,D349
D323,D348,D349
D324,D325,D350
D324,D349,D350
D325,E301,D351
D325,D350,D351
E301,E302,E327
E301,D351,E326
E301,E326,E327
E302,E303,E328
E302,E327,E328
E303,E304,E329
E303,E328,E329
E304,E305,E330
E304,E329,E330
E305,E306,E331
E305,E330,E331
E306,E307,E332
E306,E331,E332
E307,E308,E333
E307,E332,E333
E308,E309,E334
E308,E333,E334
E309,E310,E335
E309,E334,E335
E310,E311,E336
E310,E335,E336
E311,E312,E337
E311,E336,E337
E312,E313,E338
E312,E337,E338
E313,E314,E339
E313,E338,E339
E314,E315,E340
E314,E339,E340
E315,E316,E341
E315,E340,E341
E316,E317,E342
E316,E341,E342
E317,E318,E343
E317,E342,E343
E318,E319,E344
E318,E343,E344
E319,E320,E345
E319,E344,E345
E320,E321,E346
E320,E345,E346
E321,E322,E347
E321,E346,E347
E322,E323,E348
E322,E347,E348
E323,E324,E349
E323,E348,E349
E324,E325,E350
E324,E349,E350
E325,A301,E351
E325,E350,E351
A301,A327,A326
A301,E351,A326
A327,A328,A354
A327,A326,A353
A327,A353,A354
A328,A329,A355
A328,A354,A355
A329,A330,A356
A329,A355,A356
A330,A331,A357
A330,A356,A357
A331,A332,A358
A331,A357,A358
A332,A333,A359
A332,A358,A359
A333,A334,A360
A333,A359,A360
A334,A335,A361
A334,A360,A361
A335,A336,A362
A335,A361,A362
A336,A337,A363
A336,A362,A363
A337,A338,A364
A337,A363,A364
A338,A339,A365
A338,A364,A365
A339,A340,A366
A339,A365,A366
A340,A341,A367
A340,A366,A367
A341,A342,A368
A341,A367,A368
A342,A343,A369
A342,A368,A369
A343,A344,A370
A343,A369,A370
A344,A345,A371
A344,A370,A371
A345,A346,A372
A345,A371,A372
A346,A347,A373
A346,A372,A373
A347,A348,A374
A347,A373,A374
A348,A349,A375
A348,A374,A375
A349,A350,A376
A349,A375,A376
A350,A351,A377
A350,A376,A377
A351,B326,A378
A351,A377,A378
B326,B327,B353
B326,A378,B352
B326,B352,B353
B327,B328,B354
B327,B353,B354
B328,B329,B355
B328,B354,B355
B329,B330,B356
B329,B355,B356
B330,B331,B357
B330,B356,B357
B331,B332,B358
B331,B357,B358
B332,B333,B359
B332,B358,B359
B333,B334,B360
B333,B359,B360
B334,B335,B361
B334,B360,B361
B335,B336,B362
B335,B361,B362
B336,B337,B363
B336,B362,B363
B337,B338,B364
B337,B363,B364
B338,B339,B365
B338,B364,B365
B339,B340,B366
B339,B365,B366
B340,B341,B367
B340,B366,B367
B341,B342,B368
B341,B367,B368
B342,B343,B369
B342,B368,B369
B343,B344,B370
B343,B369,B370
B344,B345,B371
B344,B370,B371
B345,B346,B372
B345,B371,B372
B346,B347,B373
B346,B372,B373
B347,B348,B374
B347,B373,B374
B348,B349,B375
B348,B374,B375
B349,B350,B376
B349,B375,B376
B350,B351,B377
B350,B376,B377
B351,C326,B378
B351,B377,B378
C326,C327,C353
C326,B378,C352
C326,C352,C353
C327,C328,C354
C327,C353,C354
C328,C329,C355
C328,C354,C355
C329,C330,C356
C329,C355,C356
C330,C331,C357
C330,C356,C357
C331,C332,C358
C331,C357,C358
C332,C333,C359
C332,C358,C359
C333,C334,C360
C333,C359,C360
C334,C335,C361
C334,C360,C361
C335,C336,C362
C335,C361,C362
C336,C337,C363
C336,C362,C363
C337,C338,C364
C337,C363,C364
C338,C339,C365
C338,C364,C365
C339,C340,C366
C339,C365,C366
C340,C341,C367
C340,C366,C367
C341,C342,C368
C341,C367,C368
C342,C343,C369
C342,C368,C369
C343,C344,C370
C343,C369,C370
C344,C345,C371
C344,C370,C371
C345,C346,C372
C345,C371,C372
C346,C347,C373
C346,C372,C373
C347,C348,C374
C347,C373,C374
C348,C349,C375
C348,C374,C375
C349,C350,C376
C349,C375,C376
C350,C351,C377
C350,C376,C377
C351,D326,C378
C351,C377,C378
D326,D327,D353
D326,C378,D352
D326,D352,D353
D327,D328,D354
D327,D353,D354
D328,D329,D355
D328,D354,D355
D329,D330,D356
D329,D355,D356
D330,D331,D357
D330,D356,D357
D331,D332,D358
D331,D357,D358
D332,D333,D359
D332,D358,D359
D333,D334,D360
D333,D359,D360
D334,D335,D361
D334,D360,D361
D335,D336,D362
D335,D361,D362
D336,D337,D363
D336,D362,D363
D337,D338,D364
D337,D363,D364
D338,D339,D365
D338,D364,D365
D339,D340,D366
D339,D365,D366
D340,D341,D367
D340,D366,D367
D341,D342,D368
D341,D367,D368
D342,D343,D369
D342,D368,D369
D343,D344,D370
D343,D369,D370
D344,D345,D371
D344,D370,D371
D345,D346,D372
D345,D371,D372
D346,D347,D373
D346,D372,D373
D347,D348,D374
D347,D373,D374
D348,D349,D375
D348,D374,D375
D349,D350,D376
D349,D375,D376
D350,D351,D377
D350,D376,D377
D351,E326,D378
D351,D377,D378
E326,E327,E353
E326,D378,E352
E326,E352,E353
E327,E328,E354
E327,E353,E354
E328,E329,E355
E328,E354,E355
E329,E330,E356
E329,E355,E356
E330,E331,E357
E330,E356,E357
E331,E332,E358
E331,E357,E358
E332,E333,E359
E332,E358,E359
E333,E334,E360
E333,E359,E360
E334,E335,E361
E334,E360,E361
E335,E336,E362
E335,E361,E362
E336,E337,E363
E336,E362,E363
E337,E338,E364
E337,E363,E364
E338,E339,E365
E338,E364,E365
E339,E340,E366
E339,E365,E366
E340,E341,E367
E340,E366,E367
E341,E342,E368
E341,E367,E368
E342,E343,E369
E342,E368,E369
E343,E344,E370
E343,E369,E370
E344,E345,E371
E344,E370,E371
E345,E346,E372
E345,E371,E372
E346,E347,E373
E346,E372,E373
E347,E348,E374
E347,E373,E374
E348,E349,E375
E348,E374,E375
E349,E350,E376
E349,E375,E376
E350,E351,E377
E350,E376,E377
E351,A326,E378
E351,E377,E378
A326,A353,A352
A326,E378,A352
A353,A354,A381
A353,A352,A380
A353,A380,A381
A354,A355,A382
A354,A381,A382
A355,A356,A383
A355,A382,A383
A356,A357,A384
A356,A383,A384
A357,A358,A385
A357,A384,A385
A358,A359,A386
A358,A385,A386
A359,A360,A387
A359,A386,A387
A360,A361,A388
A360,A387,A388
A361,A362,A389
A361,A388,A389
A362,A363,A390
A362,A389,A390
A363,A364,A391
A363,A390,A391
A364,A365,A392
A364,A391,A392
A365,A366,A393
A365,A392,A393
A366,A367,A394
A366,A393,A394
A367,A368,A395
A367,A394,A395
A368,A369,A396
A368,A395,A396
A369,A370,A397
A369,A396,A397
A370,A371,A398
A370,A397,A398
A371,A372,A399
A371,A398,A399
A372,A373,A400
A372,A399,A400
A373,A374,A401
A373,A400,A401
A374,A375,A402
A374,A401,A402
A375,A376,A403
A375,A402,A403
A376,A377,A404
A376,A403,A404
A377,A378,A405
A377,A404,A405
A378,B352,A406
A378,A405,A406
B352,B353,B380
B352,A406,B379
B352,B379,B380
B353,B354,B381
B353,B380,B381
B354,B355,B382
B354,B381,B382
B355,B356,B383
B355,B382,B383
B356,B357,B384
B356,B383,B384
B357,B358,B385
B357,B384,B385
B358,B359,B386
B358,B385,B386
B359,B360,B387
B359,B386,B387
B360,B361,B388
B360,B387,B388
B361,B362,B389
B361,B388,B389
B362,B363,B390
B362,B389,B390
B363,B364,B391
B363,B390,B391
B364,B365,B392
B364,B391,B392
B365,B366,B393
B365,B392,B393
B366,B367,B394
B366,B393,B394
B367,B368,B395
B367,B394,B395
B368,B369,B396
B368,B395,B396
B369,B370,B397
B369,B396,B397
B370,B371,B398
B370,B397,B398
B371,B372,B399
B371,B398,B399
B372,B373,B400
B372,B399,B400
B373,B374,B401
B373,B400,B401
B374,B375,B402
B374,B401,B402
B375,B376,B403
B375,B402,B403
B376,B377,B404
B376,B403,B404
B377,B378,B405
B377,B404,B405
B378,C352,B406
B378,B405,B406
C352,C353,C380
C352,B406,C379
C352,C379,C380
C353,C354,C381
C353,C380,C381
C354,C355,C382
C354,C381,C382
C355,C356,C383
C355,C382,C383
C356,C357,C384
C356,C383,C384
C357,C358,C385
C357,C384,C385
C358,C359,C386
C358,C385,C386
C359,C360,C387
C359,C386,C387
C360,C361,C388
C360,C387,C388
C361,C362,C389
C361,C388,C389
C362,C363,C390
C362,C389,C390
C363,C364,C391
C363,C390,C391
C364,C365,C392
C364,C391,C392
C365,C366,C393
C365,C392,C393
C366,C367,C394
C366,C393,C394
C367,C368,C395
C367,C394,C395
C368,C369,C396
C368,C395,C396
C369,C370,C397
C369,C396,C397
C370,C371,C398
C370,C397,C398
C371,C372,C399
C371,C398,C399
C372,C373,C400
C372,C399,C400
C373,C374,C401
C373,C400,C401
C374,C375,C402
C374,C401,C402
C375,C376,C403
C375,C402,C403
C376,C377,C404
C376,C403,C404
C377,C378,C405
C377,C404,C405
C378,D352,C406
C378,C405,C406
D352,D353,D380
D352,C406,D379
D352,D379,D380
D353,D354,D381
D353,D380,D381
D354,D355,D382
D354,D381,D382
D355,D356,D383
D355,D382,D383
D356,D357,D384
D356,D383,D384
D357,D358,D385
D357,D384,D385
D358,D359,D386
D358,D385,D386
D359,D360,D387
D359,D386,D387
D360,D361,D388
D360,D387,D388
D361,D362,D389
D361,D388,D389
D362,D363,D390
D362,D389,D390
D363,D364,D391
D363,D390,D391
D364,D365,D392
D364,D391,D392
D365,D366,D393
D365,D392,D393
D366,D367,D394
D366,D393,D394
D367,D368,D395
D367,D394,D395
D368,D369,D396
D368,D395,D396
D369,D370,D397
D369,D396,D397
D370,D371,D398
D370,D397,D398
D371,D372,D399
D371,D398,D399
D372,D373,D400
D372,D399,D400
D373,D374,D401
D373,D400,D401
D374,D375,D402
D374,D401,D402
D375,D376,D403
D375,D402,D403
D376,D377,D404
D376,D403,D404
D377,D378,D405
D377,D404,D405
D378,E352,D406
D378,D405,D406
E352,E353,E380
E352,D406,E379
E352,E379,E380
E353,E354,E381
E353,E380,E381
E354,E355,E382
E354,E381,E382
E355,E356,E383
E355,E382,E383
E356,E357,E384
E356,E383,E384
E357,E358,E385
E357,E384,E385
E358,E359,E386
E358,E385,E386
E359,E360,E387
E359,E386,E387
E360,E361,E388
E360,E387,E388
E361,E362,E389
E361,E388,E389
E362,E363,E390
E362,E389,E390
E363,E364,E391
E363,E390,E391
E364,E365,E392
E364,E391,E392
E365,E366,E393
E365,E392,E393
E366,E367,E394
E366,E393,E394
E367,E368,E395
E367,E394,E395
E368,E369,E396
E368,E395,E396
E369,E370,E397
E369,E396,E397
E370,E371,E398
E370,E397,E398
E371,E372,E399
E371,E398,E399
E372,E373,E400
E372,E399,E400
E373,E374,E401
E373,E400,E401
E374,E375,E402
E374,E401,E402
E375,E376,E403
E375,E402,E403
E376,E377,E404
E376,E403,E404
E377,E378,E405
E377,E404,E405
E378,A352,E406
E378,E405,E406
A352,A380,A379
A352,E406,A379
A381,A382,A407
A382,A383,A408
A382,A407,A408
A383,A384,A409
A383,A408,A409
A384,A385,A410
A384,A409,A410
A385,A386,A411
A385,A410,A411
A386,A387,A412
A386,A411,A412
A387,A388,A413
A387,A412,A413
A388,A389,A414
A388,A413,A414
A389,A390,A415
A389,A414,A415
A390,A391,A416
A390,A415,A416
A391,A392,A417
A391,A416,A417
A392,A393,A418
A392,A417,A418
A393,A394,A419
A393,A418,A419
A394,A395,A420
A394,A419,A420
A395,A396,A421
A395,A420,A421
A396,A397,A422
A396,A421,A422
A397,A398,A423
A397,A422,A423
A398,A399,A424
A398,A423,A424
A399,A400,A425
A399,A424,A425
A400,A401,A426
A400,A425,A426
A401,A402,A427
A401,A426,A427
A402,A403,A428
A402,A427,A428
A403,A404,A429
A403,A428,A429
A404,A405,A430
A404,A429,A430
B381,B382,B407
B382,B383,B408
B382,B407,B408
B383,B384,B409
B383,B408,B409
B384,B385,B410
B384,B409,B410
B385,B386,B411
B385,B410,B411
B386,B387,B412
B386,B411,B412
B387,B388,B413
B387,B412,B413
B388,B389,B414
B388,B413,B414
B389,B390,B415
B389,B414,B415
B390,B391,B416
B390,B415,B416
B391,B392,B417
B391,B416,B417
B392,B393,B418
B392,B417,B418
B393,B394,B419
B393,B418,B419
B394,B395,B420
B394,B419,B420
B395,B396,B421
B395,B420,B421
B396,B397,B422
B396,B421,B422
B397,B398,B423
B397,B422,B423
B398,B399,B424
B398,B423,B424
B399,B400,B425
B399,B424,B425
B400,B401,B426
B400,B425,B426
B401,B402,B427
B401,B426,B427
B402,B403,B428
B402,B427,B428
B403,B404,B429
B403,B428,B429
B404,B405,B430
B404,B429,B430
C381,C382,C407
C382,C383,C408
C382,C407,C408
C383,C384,C409
C383,C408,C409
C384,C385,C410
C384,C409,C410
C385,C386,C411
C385,C410,C411
C386,C387,C412
C386,C411,C412
C387,C388,C413
C387,C412,C413
C388,C389,C414
C388,C413,C414
C389,C390,C415
C389,C414,C415
C390,C391,C416
C390,C415,C416
C391,C392,C417
C391,C416,C417
C392,C393,C418
C392,C417,C418
C393,C394,C419
C393,C418,C419
C394,C395,C420
C394,C419,C420
C395,C396,C421
C395,C420,C421
C396,C397,C422
C396,C421,C422
C397,C398,C423
C397,C422,C423
C398,C399,C424
C398,C423,C424
C399,C400,C425
C399,C424,C425
C400,C401,C426
C400,C425,C426
C401,C402,C427
C401,C426,C427
C402,C403,C428
C402,C427,C428
C403,C404,C429
C403,C428,C429
C404,C405,C430
C404,C429,C430
D381,D382,D407
D382,D383,D408
D382,D407,D408
D383,D384,D409
D383,D408,D409
D384,D385,D410
D384,D409,D410
D385,D386,D411
D385,D410,D411
D386,D387,D412
D386,D411,D412
D387,D388,D413
D387,D412,D413
D388,D389,D414
D388,D413,D414
D389,D390,D415
D389,D414,D415
D390,D391,D416
D390,D415,D416
D391,D392,D417
D391,D416,D417
D392,D393,D418
D392,D417,D418
D393,D394,D419
D393,D418,D419
D394,D395,D420
D394,D419,D420
D395,D396,D421
D395,D420,D421
D396,D397,D422
D396,D421,D422
D397,D398,D423
D397,D422,D423
D398,D399,D424
D398,D423,D424
D399,D400,D425
D399,D424,D425
D400,D401,D426
D400,D425,D426
D401,D402,D427
D401,D426,D427
D402,D403,D428
D402,D427,D428
D403,D404,D429
D403,D428,D429
D404,D405,D430
D404,D429,D430
E381,E382,E407
E382,E383,E408
E382,E407,E408
E383,E384,E409
E383,E408,E409
E384,E385,E410
E384,E409,E410
E385,E386,E411
E385,E410,E411
E386,E387,E412
E386,E411,E412
E387,E388,E413
E387,E412,E413
E388,E389,E414
E388,E413,E414
E389,E390,E415
E389,E414,E415
E390,E391,E416
E390,E415,E416
E391,E392,E417
E391,E416,E417
E392,E393,E418
E392,E417,E418
E393,E394,E419
E393,E418,E419
E394,E395,E420
E394,E419,E420
E395,E396,E421
E395,E420,E421
E396,E397,E422
E396,E421,E422
E397,E398,E423
E397,E422,E423
E398,E399,E424
E398,E423,E424
E399,E400,E425
E399,E424,E425
E400,E401,E426
E400,E425,E426
E401,E402,E427
E401,E426,E427
E402,E403,E428
E402,E427,E428
E403,E404,E429
E403,E428,E429
E404,E405,E430
E404,E429,E430
A411,A432,A412
A432,A412,A433
A412,A433,A413
A433,A413,A434
A413,A434,A414
A434,A414,A435
A414,A435,A415
A435,A415,A436
A415,A436,A416
A436,A416,A437
A416,A437,A417
A437,A417,A438
A417,A438,A418
A438,A418,A439
A418,A439,A419
A439,A419,A440
A419,A440,A420
A440,A420,A441
A420,A441,A421
A441,A421,A442
A421,A442,A422
A442,A422,A443
A422,A443,A423
A443,A423,A444
A423,A444,A424
A444,A424,A445
A424,A445,A425
A445,A425,A446
A425,A446,A426
B411,B432,B412
B432,B412,B433
B412,B433,B413
B433,B413,B434
B413,B434,B414
B434,B414,B435
B414,B435,B415
B435,B415,B436
B415,B436,B416
B436,B416,B437
B416,B437,B417
B437,B417,B438
B417,B438,B418
B438,B418,B439
B418,B439,B419
B439,B419,B440
B419,B440,B420
B440,B420,B441
B420,B441,B421
B441,B421,B442
B421,B442,B422
B442,B422,B443
B422,B443,B423
B443,B423,B444
B423,B444,B424
B444,B424,B445
B424,B445,B425
B445,B425,B446
B425,B446,B426
C411,C432,C412
C432,C412,C433
C412,C433,C413
C433,C413,C434
C413,C434,C414
C434,C414,C435
C414,C435,C415
C435,C415,C436
C415,C436,C416
C436,C416,C437
C416,C437,C417
C437,C417,C438
C417,C438,C418
C438,C418,C439
C418,C439,C419
C439,C419,C440
C419,C440,C420
C440,C420,C441
C420,C441,C421
C441,C421,C442
C421,C442,C422
C442,C422,C443
C422,C443,C423
C443,C423,C444
C423,C444,C424
C444,C424,C445
C424,C445,C425
C445,C425,C446
C425,C446,C426
D411,D432,D412
D432,D412,D433
D412,D433,D413
D433,D413,D434
D413,D434,D414
D434,D414,D435
D414,D435,D415
D435,D415,D436
D415,D436,D416
D436,D416,D437
D416,D437,D417
D437,D417,D438
D417,D438,D418
D438,D418,D439
D418,D439,D419
D439,D419,D440
D419,D440,D420
D440,D420,D441
D420,D441,D421
D441,D421,D442
D421,D442,D422
D442,D422,D443
D422,D443,D423
D443,D423,D444
D423,D444,D424
D444,D424,D445
D424,D445,D425
D445,D425,D446
D425,D446,D426
E432,E411,E412
E432,E433,E412
E433,E412,E413
E433,E434,E413
E434,E413,E414
E434,E435,E414
E435,E414,E415
E435,E436,E415
E436,E415,E416
E436,E437,E416
E437,E416,E417
E437,E438,E417
E438,E417,E418
E438,E439,E418
E439,E418,E419
E439,E440,E419
E440,E419,E420
E440,E441,E420
E441,E420,E421
E441,E442,E421
E442,E421,E422
E442,E443,E422
E443,E422,E423
E443,E444,E423
E444,E423,E424
E444,E445,E424
E445,E424,E425
E445,E446,E425
E446,E425,E426
